[1608250201579][Host: 0000] Became a follower 
[1608250201801][Host: 0000] Became a Candidate at term 1 
[1608250201806][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "leader": "FFFF", "term": 1, "type": "rv", "lastLogIndex": -1, "lastLogTerm": 0} 
[1608250208999][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 89} 
[1608250209001][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 89} 
[1608250209001][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 89} 
[1608250209062][Host: 0000] HOST RECEIVED: {"src": "0017", "dst": "0000", "MID": "4IMSC2A2KBYXZTEP", "value": "a91315812e0147d248fd453fa3b8a692", "key": "MWMZOTMR8O3ABWII5YILS2RBZNDY4Y42", "type": "put", "leader": "0000"} 
[1608250209063][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 90} 
[1608250209064][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 90} 
[1608250209065][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 90} 
[1608250209066][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 90} 
[1608250209119][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "UWT9L4UBSMN62DTP", "key": "4I9X8PTRPMRCCD1771SSVSP566GWVXJ9", "type": "get", "leader": "0000"} 
[1608250209120][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209120][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209121][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209122][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209174][Host: 0000] HOST RECEIVED: {"src": "0018", "dst": "0000", "MID": "9C0RKQDWS8YOHXQ0", "key": "4L5OEDCXOOV51R859GJYYG7IX7TV0L4G", "type": "get", "leader": "0000"} 
[1608250209176][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209176][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209177][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209177][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209235][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "27W7M0QBZI7TG9P9", "value": "d719b2fa9664642862081e24deda8df8", "key": "VZWJ0RNOMDS0933BVST4IEVB3IF5QETE", "type": "put", "leader": "0000"} 
[1608250209236][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209237][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209237][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209238][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 91} 
[1608250209286][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "CTTAQH6WB7D6BIQ3", "value": "c651689ba50cf15e42a2a860e386fec9", "key": "SISYW5AP24GY1ZVLMWABKCJM8DWGKR0H", "type": "put", "leader": "0000"} 
[1608250209290][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 92} 
[1608250209290][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 92} 
[1608250209291][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 92} 
[1608250209291][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 92} 
[1608250209342][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "YE8JW9IVK5LR53Z6", "value": "f0a840224cb2f5e38ed6e6574d72767a", "key": "VZWJ0RNOMDS0933BVST4IEVB3IF5QETE", "type": "put", "leader": "0000"} 
[1608250209342][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 93} 
[1608250209343][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 93} 
[1608250209345][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 93} 
[1608250209346][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 93} 
[1608250209402][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "59DWMNF79RQQVW1T", "value": "c07573634ed9ab35ef010713ae212abb", "key": "3F4I76C99FY7ZO7HBU6RDGQ7KS2B7UBZ", "type": "put", "leader": "0000"} 
[1608250209403][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 94} 
[1608250209404][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 94} 
[1608250209404][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 94} 
[1608250209405][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 94} 
[1608250209459][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "RENFTR5X35XAQS4P", "value": "28b865964242ba33c5b08d69a779554c", "key": "VZWJ0RNOMDS0933BVST4IEVB3IF5QETE", "type": "put", "leader": "0000"} 
[1608250209460][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 95} 
[1608250209460][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 95} 
[1608250209461][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 95} 
[1608250209461][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 95} 
[1608250209522][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "0EDZLWXHTLWM9HZQ", "key": "3F4I76C99FY7ZO7HBU6RDGQ7KS2B7UBZ", "type": "get", "leader": "0000"} 
[1608250209523][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "MTLJ80AW747FLFXX", "value": "277f38df7538632f974dcbc3b33353c1", "key": "DPMMTM6VNSDO2OR3OJKK5XEZ4IR4MQNM", "type": "put", "leader": "0000"} 
[1608250209524][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 96} 
[1608250209524][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 96} 
[1608250209525][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 96} 
[1608250209526][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 96} 
[1608250209581][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "4MB9MRR3LAH4JG29", "value": "06d4456fb2ef65d3a9390e6f7a8fea20", "key": "SXYS41UURL3CIAMKUAWBFY42GWTFQ8HJ", "type": "put", "leader": "0000"} 
[1608250209582][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 97} 
[1608250209582][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 97} 
[1608250209583][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 97} 
[1608250209584][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 97} 
[1608250209635][Host: 0000] HOST RECEIVED: {"src": "0015", "dst": "0000", "MID": "VGD2FOFQM6P616H0", "value": "025bd91df0692239e11be232d6161eb6", "key": "0ACLO1BZW8WI670HL3VUVUTPW6W2K1RW", "type": "put", "leader": "0000"} 
[1608250209636][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 98} 
[1608250209637][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 98} 
[1608250209637][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 98} 
[1608250209638][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 98} 
[1608250209689][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "AVVOX6HDYUTYF230", "value": "2f1cf44d6e9d37863b4973b7b4cf7136", "key": "WSHZYOM77VYH6IOYRN0QW1VZZK7OOZJ0", "type": "put", "leader": "0000"} 
[1608250209689][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 99} 
[1608250209690][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 99} 
[1608250209690][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 99} 
[1608250209691][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 99} 
[1608250209748][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "VEID2IT8J8ERJC36", "key": "1LSH1G86TTNOUAYWMBS244OLIA8UZ7UM", "type": "get", "leader": "0000"} 
[1608250209752][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209753][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209753][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209754][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209806][Host: 0000] HOST RECEIVED: {"src": "0015", "dst": "0000", "MID": "Y4UPYYVD2FMCEXSW", "value": "e1c1963100da8f94c163c8b8c83524f5", "key": "0ACLO1BZW8WI670HL3VUVUTPW6W2K1RW", "type": "put", "leader": "0000"} 
[1608250209807][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209808][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209808][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209809][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 100} 
[1608250209860][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "V1WE97VKK70E3G5U", "value": "b8d7d7bbad56923ffefd96c6737619fa", "key": "JYXCFT9KMZEI4PMFNJ804ZLVZYMYCIKB", "type": "put", "leader": "0000"} 
[1608250209862][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 101} 
[1608250209862][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 101} 
[1608250209864][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 101} 
[1608250209864][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 101} 
[1608250209912][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "4B0L9VUR1KD8TH95", "value": "db2cf2289ecfcb3d4802926bc9c119d9", "key": "A5BHG06WTVU06P36CRR4HCDH4E5MUAI8", "type": "put", "leader": "0000"} 
[1608250209915][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 102} 
[1608250209916][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 102} 
[1608250209916][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 102} 
[1608250209917][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 102} 
[1608250209967][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "P734F8BPJVG5COAD", "value": "810e043f9b086bc8739db3c1de0d7e0f", "key": "DISPC39YLHYVLPRLT2WPZ5LYIILI7VOQ", "type": "put", "leader": "0000"} 
[1608250209968][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 103} 
[1608250209969][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 103} 
[1608250209969][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 103} 
[1608250209970][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 103} 
[1608250210027][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "X04K9TW296RD8Y1Y", "value": "918c21e5ff6bf81f40b7f1b2a38ade96", "key": "VZWJ0RNOMDS0933BVST4IEVB3IF5QETE", "type": "put", "leader": "0000"} 
[1608250210028][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 104} 
[1608250210029][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 104} 
[1608250210029][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 104} 
[1608250210030][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 104} 
[1608250210079][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "KNMJX9IU2HRB3RNU", "value": "2db6c6320cafa4566963c0cc574c0d10", "key": "ITJMA4EFE3XTWUO8021OEFBOZZKBPODG", "type": "put", "leader": "0000"} 
[1608250210080][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 105} 
[1608250210081][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 105} 
[1608250210081][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 105} 
[1608250210082][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 105} 
[1608250210141][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "2I9HNH02AO1LGKO7", "value": "e64ca893592b15f6ef2cd8721c5f03a4", "key": "BJD5IUZYB7IWJJ07DIGS8FVSOLX2VLEF", "type": "put", "leader": "0000"} 
[1608250210141][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "94UORE1YJ3AH9DR5", "key": "QZ96XNWHYYS605ECIEWO4TI52ICC5D9B", "type": "get", "leader": "0000"} 
[1608250210142][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 106} 
[1608250210143][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 106} 
[1608250210143][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 106} 
[1608250210144][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 106} 
[1608250210193][Host: 0000] HOST RECEIVED: {"src": "0017", "dst": "0000", "MID": "V6N9S5YPEPP60C0L", "value": "c940a4f799022f0f94ddcd272eb48ba3", "key": "6GEET6C0GBJPXJYI7G793LHPGBHA0C7L", "type": "put", "leader": "0000"} 
[1608250210193][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 107} 
[1608250210194][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 107} 
[1608250210194][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 107} 
[1608250210195][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 107} 
[1608250210249][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "RCSUT6LV360TOBL5", "value": "0001819ecdc1de32399fb2b325e49c41", "key": "PVC99KYGAJZTEDWCA5XJPHX9LL54QSYW", "type": "put", "leader": "0000"} 
[1608250210250][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 108} 
[1608250210251][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 108} 
[1608250210252][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 108} 
[1608250210252][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 108} 
[1608250210311][Host: 0000] HOST RECEIVED: {"src": "0015", "dst": "0000", "MID": "QLRMUDWFO3Z2WQRF", "value": "3901bb9d445d3cab84189c2b556909f2", "key": "261W9NCOKQA22C71H3NC8V3H9Z4W7CC7", "type": "put", "leader": "0000"} 
[1608250210311][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 109} 
[1608250210312][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 109} 
[1608250210313][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 109} 
[1608250210314][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 109} 
[1608250210370][Host: 0000] HOST RECEIVED: {"src": "0018", "dst": "0000", "MID": "182WGF9MBLIWXPUA", "value": "02d0b559a7303af8bef9258c3346fb4c", "key": "6G3Y7PWE1F71IF6AJVWD05VPYHJCVMBR", "type": "put", "leader": "0000"} 
[1608250210371][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 110} 
[1608250210371][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 110} 
[1608250210372][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 110} 
[1608250210372][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 110} 
[1608250210430][Host: 0000] HOST RECEIVED: {"src": "0018", "dst": "0000", "MID": "W5WSXO3NMU53ZR8U", "value": "69ef1b8c30bef9b4390d2a09e742d8c8", "key": "GVIS40GCFFNNQCEXKX97IRPBJNWWDS4I", "type": "put", "leader": "0000"} 
[1608250210430][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 111} 
[1608250210431][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 111} 
[1608250210431][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 111} 
[1608250210432][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 111} 
[1608250210490][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "GOE9T4QDSD24QSZN", "value": "069f6a67e75ad5df27f04eed2ed6d0a0", "key": "QZ96XNWHYYS605ECIEWO4TI52ICC5D9B", "type": "put", "leader": "0000"} 
[1608250210490][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 112} 
[1608250210491][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 112} 
[1608250210492][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 112} 
[1608250210492][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 112} 
[1608250210548][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "8PK2ETS98Q5G70IP", "value": "03092033cc19d0d87e50104bb4073deb", "key": "3F4I76C99FY7ZO7HBU6RDGQ7KS2B7UBZ", "type": "put", "leader": "0000"} 
[1608250210549][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 113} 
[1608250210550][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 113} 
[1608250210550][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 113} 
[1608250210551][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 113} 
[1608250210601][Host: 0000] HOST RECEIVED: {"src": "0018", "dst": "0000", "MID": "LAUGM5HY8XYUS9QA", "key": "4L5OEDCXOOV51R859GJYYG7IX7TV0L4G", "type": "get", "leader": "0000"} 
[1608250210603][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210603][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210603][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210604][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210654][Host: 0000] HOST RECEIVED: {"src": "0017", "dst": "0000", "MID": "VXRXI04UPID33636", "value": "c870d14ab788c176a863d25ab1a7cbc7", "key": "MWMZOTMR8O3ABWII5YILS2RBZNDY4Y42", "type": "put", "leader": "0000"} 
[1608250210656][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210656][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210657][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210657][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 114} 
[1608250210714][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "38B37T1QLGH6I8L2", "value": "fe232ff13fd7c308bf4d7ac28ec7d0ea", "key": "9NYBW9N9YMHZU0HQIK3HV2T6DFE9UAS6", "type": "put", "leader": "0000"} 
[1608250210715][Host: 0000] HOST RECEIVED: {"src": "0015", "dst": "0000", "MID": "ERCP28LU7J4CTC63", "value": "fd80d6ac0c54187d6e28edbf96765448", "key": "QOGR0LLRKB9X3JXCEUWZAJGQTDUINKWZ", "type": "put", "leader": "0000"} 
[1608250210715][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 115} 
